"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
171,2.464,24,32.2521289549692,36.6197175531641,40.7194252506547,34.0017572346209,-117.977613765265,-108.627466073801,-100.191281233974,-115.128981388168
171,2.464,32,32.257703145554,36.6249397922974,40.7241935591647,34.0075239464765,-117.986122706632,-108.636496567907,-100.198719566785,-115.137131109399
171,2.464,40,32.2712251482262,36.6376088249465,40.7357644222918,34.0215131898632,-118.006777248871,-108.658412634647,-100.216771892264,-115.156914994633
171,2.464,48,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,56,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,64,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,72,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,80,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,88,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,96,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,104,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,112,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,120,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,128,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
171,2.464,136,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,0,32.238736716767,36.6071716805646,40.7079729011632,33.9879026718682,-117.957183780469,-108.605779426535,-100.173418407277,-115.109415182612
172,2.464,8,32.2442727803166,36.6123577402084,40.7127064195236,33.9936298132994,-117.965626851514,-108.614742592695,-100.1808011309,-115.117501059564
172,2.464,16,32.2481969193719,36.6160339000955,40.7160622323742,33.9976894262178,-117.971613487154,-108.621097361064,-100.186035423797,-115.123234612439
172,2.464,24,32.2521289549692,36.6197175531641,40.7194252506547,34.0017572346209,-117.977613765265,-108.627466073801,-100.191281233974,-115.128981388168
172,2.464,32,32.257703145554,36.6249397922974,40.7241935591647,34.0075239464765,-117.986122706632,-108.636496567907,-100.198719566785,-115.137131109399
172,2.464,40,32.2712251482262,36.6376088249465,40.7357644222918,34.0215131898632,-118.006777248871,-108.658412634647,-100.216771892264,-115.156914994633
172,2.464,48,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,56,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,64,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,72,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,80,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,88,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,96,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,104,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,112,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,120,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,128,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
172,2.464,136,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,0,32.238736716767,36.6071716805646,40.7079729011632,33.9879026718682,-117.957183780469,-108.605779426535,-100.173418407277,-115.109415182612
173,2.464,8,32.2442727803166,36.6123577402084,40.7127064195236,33.9936298132994,-117.965626851514,-108.614742592695,-100.1808011309,-115.117501059564
173,2.464,16,32.2481969193719,36.6160339000955,40.7160622323742,33.9976894262178,-117.971613487154,-108.621097361064,-100.186035423797,-115.123234612439
173,2.464,24,32.2521289549692,36.6197175531641,40.7194252506547,34.0017572346209,-117.977613765265,-108.627466073801,-100.191281233974,-115.128981388168
173,2.464,32,32.257703145554,36.6249397922974,40.7241935591647,34.0075239464765,-117.986122706632,-108.636496567907,-100.198719566785,-115.137131109399
173,2.464,40,32.2712251482262,36.6376088249465,40.7357644222918,34.0215131898632,-118.006777248871,-108.658412634647,-100.216771892264,-115.156914994633
173,2.464,48,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,56,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,64,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,72,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,80,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,88,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,96,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,104,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,112,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,120,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,128,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
173,2.464,136,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,0,32.238736716767,36.6071716805646,40.7079729011632,33.9879026718682,-117.957183780469,-108.605779426535,-100.173418407277,-115.109415182612
174,2.464,8,32.2442727803166,36.6123577402084,40.7127064195236,33.9936298132994,-117.965626851514,-108.614742592695,-100.1808011309,-115.117501059564
174,2.464,16,32.2481969193719,36.6160339000955,40.7160622323742,33.9976894262178,-117.971613487154,-108.621097361064,-100.186035423797,-115.123234612439
174,2.464,24,32.2521289549692,36.6197175531641,40.7194252506547,34.0017572346209,-117.977613765265,-108.627466073801,-100.191281233974,-115.128981388168
174,2.464,32,32.257703145554,36.6249397922974,40.7241935591647,34.0075239464765,-117.986122706632,-108.636496567907,-100.198719566785,-115.137131109399
174,2.464,40,32.2712251482262,36.6376088249465,40.7357644222918,34.0215131898632,-118.006777248871,-108.658412634647,-100.216771892264,-115.156914994633
174,2.464,48,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,56,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,64,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,72,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,80,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,88,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,96,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,104,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,112,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,120,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,128,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
174,2.464,136,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,0,32.238736716767,36.6071716805646,40.7079729011632,33.9879026718682,-117.957183780469,-108.605779426535,-100.173418407277,-115.109415182612
175,2.464,8,32.2442727803166,36.6123577402084,40.7127064195236,33.9936298132994,-117.965626851514,-108.614742592695,-100.1808011309,-115.117501059564
175,2.464,16,32.2481969193719,36.6160339000955,40.7160622323742,33.9976894262178,-117.971613487154,-108.621097361064,-100.186035423797,-115.123234612439
175,2.464,24,32.2521289549692,36.6197175531641,40.7194252506547,34.0017572346209,-117.977613765265,-108.627466073801,-100.191281233974,-115.128981388168
175,2.464,32,32.257703145554,36.6249397922974,40.7241935591647,34.0075239464765,-117.986122706632,-108.636496567907,-100.198719566785,-115.137131109399
175,2.464,40,32.2712251482262,36.6376088249465,40.7357644222918,34.0215131898632,-118.006777248871,-108.658412634647,-100.216771892264,-115.156914994633
175,2.464,48,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,56,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,64,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,72,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,80,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,88,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,96,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,104,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,112,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,120,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,128,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
175,2.464,136,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,0,32.238736716767,36.6071716805646,40.7079729011632,33.9879026718682,-117.957183780469,-108.605779426535,-100.173418407277,-115.109415182612
176,2.464,8,32.2442727803166,36.6123577402084,40.7127064195236,33.9936298132994,-117.965626851514,-108.614742592695,-100.1808011309,-115.117501059564
176,2.464,16,32.2481969193719,36.6160339000955,40.7160622323742,33.9976894262178,-117.971613487154,-108.621097361064,-100.186035423797,-115.123234612439
176,2.464,24,32.2521289549692,36.6197175531641,40.7194252506547,34.0017572346209,-117.977613765265,-108.627466073801,-100.191281233974,-115.128981388168
176,2.464,32,32.257703145554,36.6249397922974,40.7241935591647,34.0075239464765,-117.986122706632,-108.636496567907,-100.198719566785,-115.137131109399
176,2.464,40,32.2712251482262,36.6376088249465,40.7357644222918,34.0215131898632,-118.006777248871,-108.658412634647,-100.216771892264,-115.156914994633
176,2.464,48,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,56,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,64,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,72,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,80,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,88,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,96,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,104,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
176,2.464,112,30.3124632221713,34.7878783905384,39.0105869129582,31.9955818925272,-114.908760611052,-105.424492111995,-97.5491332883074,-112.175749322358
